id,section,subsection,title,page,kind,matchable,aliases,body
9e2a52f4ed49,Traits,,Disturb,9,trait,True,,"Target an enemy model within 8” and line of sight that is yet to activate this round. Make an opposed Willpower roll against that model. If successful, you may look at the opponent’s Objective card hand, and Discard one of the cards."
a1c003b031b1,Traits,,Divination,9,trait,True,,"This model can use Divination Spells. In addition, once per game the model can reroll one die – you don’t need to accept the second result, and instead may choose between both."
b1a4cc80216f,Traits,,Divine Magic,9,trait,True,,"This model can use Divine Magic Spells. In addition, once per game this model can spend 1 Magic Point (MP) during its activation to remove 1 Damage marker from its Character Card."
878bcec18852,Traits,,Dodge,9,trait,True,Dodging,This model can use the Dodging rule.
ac84e1c7110a,Traits,,Dollotrons,9,trait,True,,"When you recruit Professor Pyg, you must also recruit three Dollotron models, at no additional Reputation cost."
21de3a11d2f3,Traits,,Drag,9,trait,True,,"If this model passes within 2” of one or more friendly models during a Movement Action, it may make an Effort and target one of those models and place it in base contact at the end of the move. The chosen model cannot have the Large or Huge traits. The target model suffers Impaired Movement during its next activation. This model cannot use the Drag trait in two consecutive activations."
caf649617b35,Traits,,Drop a Riddle,9,trait,True,,"If you have played during this round at least 2 Objective cards as Resources, place a Suspect or a Riddle marker within 4” of this model."
cd419d0340b0,Traits,,Duelist,9,trait,True,,"While in contact with only one enemy model, this model may reroll failed attack dice rolls in Melee."
dddb8e3547bb,Traits,,Duke of Duality,9,trait,True,,"When this model scores an Objective card, flip a coin or roll a D6: if the result is ‘heads’ (or an even number) draw an additional card. If the result is ‘tails’ (or an odd number), Discard an Objective card at random before drawing a new card."
281671892455,Traits,,Echolocation,10,trait,True,,"This model does not suffer the Blind effect and can see through Smoke. In addition, this model may see at any distance, limited only by line of sight and intervening scenery."
44079d700773,Traits,,ECM,10,trait,True,,All Light sources within 6” of this model are nullified (effectively illuminating an area of 0”).
795580ce9347,Traits,,Ectokinesis,10,trait,True,,"This model can use Ectokinesis Spells. In addition, once per game this model can spend 1 MP during its activation to reroll its Attack and Strength dice rolls against models with the Incorporeal trait."
6e422384a43e,Traits,,Electric Handshake,10,trait,True,,Choose a model in contact. The target model must pass a Willpower roll or suffer the Stunned effect.
8e889e78fa30,Traits,,Electric Storm,10,trait,True,,Center the Explosive template on this model. Roll a Strength 3+ die against all models affected by the template (except the attacking model itself) with Damage [[B]] [[B]] .
2d0c1495c539,Traits,,Eldritch,10,trait,True,,"This model can use Eldritch Spells. In addition, once per game during its activation, the model gains +1 to its Attacks value until the end of the round."
db9d49110f53,Traits,,Elite: X,10,trait,True,Elite,"Your crew can only include 1 Elite model of each type, unless you also include the Elite Boss: Type."
5a20e4c75163,Traits,,Elite Boss: X,10,trait,True,Elite Boss,"If your crew includes a model with this trait, you may include any number of Elite models of the same type as the Elite Boss (following the normal restrictions for forming a crew)."
9db6045859f7,Traits,,Elusive,10,trait,True,,"When targeted by a Ranged Attack, this model may make an Effort to force the attacker to reroll one attack die."
394edd21e804,Traits,,EMP,10,trait,True,,"This model rerolls failed Strength die rolls against models with the Cybernetic, Bot or Robot traits, and against models with the Vehicle rank."
373e0077d1a3,Traits,,Enemies of the Court,10,trait,True,,"While this model is in play, if any of your models removes an enemy as a Casualty, you may pick one Objective card from the Spent Resources pile and add it to your hand."
541df135f3ec,Traits,,Energy Field,10,trait,True,,"Roll 1D6 for each hit this model suffers from a Ranged Attack. On a result of 5+, the hit is ignored."
2335271da1ea,Traits,,Enhanced Vision,10,trait,True,,"This model can see at any distance and ignores the Concealment trait. In addition, the model is immune to the Blind effect."
1280b59ff66b,Traits,,Escape Artist,10,trait,True,,"After resolving an enemy attack against this model, as long as it is not made KO or a Casualty, it may immediately move up to 4”."
34b09bcbde25,Traits,,Evidence Tampering,10,trait,True,,"When this model Reveals an enemy Suspect marker, it may place a friendly Suspect marker in contact with it first. Then, remove the enemy Suspect marker as normal."
f621cfe6f864,Traits,,Exhaustive Planner,10,trait,True,,"One use only. When the opponent plays an Objective card as a Resource, this model can cancel that card’s effect. The opponent must immediately Discard the card."
5615665f0c4a,Traits,,Exorcism,10,trait,True,,"This model can use Exorcism Spells. In addition, once per game during its activation but before casting any Spell, this model can spend 1 MP to add +1 to the result of all Magical tests until the end of the round."
5d08805d6a38,Traits,,Expendable,10,trait,True,,"When this model is removed from the game as a Casualty, you may draw an Objective card."
da81e529d670,Traits,,Experimental Ammo,10,trait,True,,This model can’t Manipulate Ammo Crates.
58e3b280a14b,Traits,,Expert Marksman,10,trait,True,Ranged Master,This model gains a +1 bonus to its attack dice rolls when performing Ranged Attacks. Note: This trait is also called Ranged Master on some character cards.
645f8839b1f6,Traits,,Exploit the Weakness,10,trait,True,,"When a friendly model with the Assassin trait within 8” of this model makes an attack, the target reduces its Effort limit by -1 for the duration of that action."
05d5a588cbe1,Traits,,Explosive Gel,11,trait,True,,"Once per activation, this model may mark a Streetlamp, Sewer or Suspect marker in contact as being sprayed with Explosive Gel (use a spare token or dice to remind you). In any subsequent activation, this model may use a Manipulate action to destroy any number of marked items. Center an Explosive template on each chosen marker, and roll a Strength 3+ die against each affected model. Any model hit suffers [[B]] [[B]] Damage. Then, remove that marked items from the game"
d2896cf0d0e9,Traits,,Extended Limbs,11,trait,True,,This model can perform Melee Attacks against models up to 3” away as if they were in contact.
723e9d0ae044,Traits,,Extremely Mutated,11,trait,True,,This model cannot buy more than one item of Equipment.
3a973dff5b10,Traits,,Fast,11,trait,True,,This model gains +2” to its basic move distance.
e68733dcae4b,Traits,,Feint,11,trait,True,,"Target a single enemy model in contact with this model and take a Willpower roll. If the roll is successful, the target can’t make an Effort against this model’s attacks this round."
ceff31775d7e,Traits,,Feral (SPECIAL),11,trait,True,Feral,"Once this trait is activated, this model’s Melee Attacks this round gain a +1 bonus to attack dice rolls, and gain the Pinned Down effect."
9fba980af379,Traits,,Ferocious,11,trait,True,,This model’s Melee Attacks gain the Push effect.
f063c3ef35f9,Traits,,Fire Immunity,11,trait,True,,This model cannot be affected by the Fire effect.
f3e96d3d6797,Traits,,Flak Armor,11,trait,True,,This model is immune to Damage caused by hits with the Explosive and/or Expansive rules.
c00723e35d54,Traits,,Flaming Wave,11,trait,True,,"Center the Explosive template on this model. Roll a Strength 3+ die against all models affected by the template (except the attacking model itself) with Damage [[A]] and the Fire effect. After the use of this trait is resolved, this model receives [[B]] Damage."
be622e07d740,Traits,,Flare,11,trait,True,,One use only. Make the entire gaming area count as being under the effect of Light until the end of round.
07d9694b7bf0,Traits,,Fly,11,trait,True,,"Once per round, this model may add +8” to its basic move distance, and can move in any direction (including vertically). When using this ability, the model can move over obstacles and Difficult Ground without extra cost or penalty."
b8262a9a5e84,Traits,,Flying High,11,trait,True,,"One use only. This model may add +20” to its basic move distance, and can move in any direction (including vertically). When using this ability, the model can move over obstacles and Difficult Ground without extra cost or penalty."
ef127668c76c,Traits,,Follow Me!,11,trait,True,,Choose a friendly Henchman within 4” of this model (but not the activated model itself). That model gains a +4” marker. +4
9bf4acda2684,Traits,,Football Gear,11,trait,True,,Enemies attacking this model never benefit from the Sharp and Heavy weapon special rules.
f21f24d78897,Traits,,For the Family,11,trait,True,,"If a friendly Carmine Falcone within 4” and LoS of this model suffers any number of hits from an Attack (of any kind), this model may make an Effort to take the hits instead and all the effects of that attack. Only one Effort [[B]] is required per enemy Attack. This trait can’t be used against attacks from a model with Name: Selina Kyle."
f5bae0cfa4d4,Traits,,Force Field,11,trait,True,,"Target friendly model in contact benefits from Cover until the end of the round, even if it is not behind Cover.
Fully Equipped: This model can purchase any equipment listed for Jason Todd even if it comes from a different crew’s equipment list."
6ef909c28a78,Traits,,Funny Bomb,11,trait,True,,"Center the Explosive template over this model. This is resolved as an Explosive Ranged Attack, rolling a Strength 3+ die for each affected model – on a successful roll, the model receives [[A]] [[B]] Damage. Once this action is resolved, remove this model as a Casualty."
ac764f5291be,Traits,,Gas Jumper,11,trait,True,,"This model adds +6” to its basic move distance, and can move in any direction (including vertically). The model can move over obstacles and Difficult Ground without penalty. All models within 4” and Los of this model at the end of the Movement action suffer Poison and Enervating 1, with the Gas effect. When this trait is activated, this model may perform Melee Attacks against models within 3” instead of only in contact, until the end of the round."
8f4bf71ffd93,Traits,,Gas Mask,12,trait,True,,This model ignores Damage and effects caused by any Attack or trait with the Gas special rule.
198cdc8cf512,Traits,,Genius,12,trait,True,,"Once per round, this model can remove an Audacity marker from one friendly model, and give it to another friendly model that is yet to activate."
51a7bc9d878e,Traits,,Get ’Em,12,trait,True,,One friendly model within 8” and line of sight of this model gains +2 +.
46dd6afc2f52,Traits,,Ghost,12,trait,True,,"This model has the Invulnerability 1 and Incorporeal traits. Its Incorporeal trait is always active, and never has to be activated by spending an Action."
5646830ec6e7,Traits,,Goad,12,trait,True,,"Target one enemy model (not a Vehicle) within 8” and line of sight, and take an opposed Willpower roll against it. If you succeed, you may move the enemy model up to 4”, following all of the usual Movement rules. During this movement, you cannot force the target to Fall."
555a2d5efd59,Traits,,Good Aim,12,trait,True,,"This model can move and fire (or fire and move) when using a weapon with the Aim weapon special rule. In addition, the model gains +1 to its attack dice rolls with Ranged Attacks until the end of the round."
4648d2e346e1,Traits,,Gotham City Siren,12,trait,True,,One use only. Target another friendly model with this trait within 4” – the target gains +2 + or.
788e97e76797,Traits,,Grand Strategist,12,trait,True,,"While this model is in play and not KO, you gain +2 Resource points."
541ad784e7d8,Traits,,Grapple Gun,12,trait,True,,See Batclaw.
3b08328fe203,Traits,,Greed,12,trait,True,,"This model cannot contribute to or fulfil criteria for Objective cards that award VP for inflicting Damage, making models KO, or removing models as Casualties."
4c2a4c9a5e43,Traits,,Green Magic,12,trait,True,,"This model can use Green Spells. In addition, once per game this model can spend 1 MP to remove 2 Damage markers from its character card."
5e40db853a07,Traits,,Green Travel,12,trait,True,,One use only. Remove this model and immediately place it up to 20” away. A model may not perform a Movement Action in the same round that it uses Green Travel.
1c297c43f6c2,Traits,,Green Web,12,trait,True,,Target friendly model with the Plant trait within 8” of this model immediately performs an Attack action.
d0ac84a252c6,Traits,,Grin Twins,12,trait,True,,"This model gains +1 to Attack, Defense and Willpower while there is at least one other friendly model in play with this trait."
087b679d7144,Traits,,Gunman,12,trait,True,,"After activating this trait, if this model performs a Ranged Attack, it gains an extra Ranged Attack action."
837b6b3f44c2,Traits,,Hacking,12,trait,True,,This model may move up to 2 markers within 8” up to 4”.
56cc079ebe65,Traits,,Hallucination,12,trait,True,,This model can use this trait to place a friendly model (not KO or Knocked Down) with Alias: Bat-Mite in contact with itself.
5a3a47d4b7aa,Traits,,Handyman,12,trait,True,,"This model can make an extra Manipulate action during its activation. Also, this model can use a Manipulate action in contact with a model with the Vehicle rank to remove up to 2 Damage markers from it."
8f9fca6c38e2,Traits,,Hard Guys,12,trait,True,,"If this model is your Boss, friendly Henchmen that attack with Brass Knuckles or Reinforced Gloves may re-roll failed Strength die rolls."
66759f738b75,Traits,,Hardened,12,trait,True,,"Once per round, when this model suffers Damage, it can choose to change the Damage type of up to 1 Damage marker received."
b0ed5abad957,Traits,,Hates: Crew/s,12,trait,True,Hates,This model can never be Included in the specified crew/s.
bb36ae7fe6bb,Traits,,Hates Humanity,12,trait,True,,This model cannot be affected by friendly models’ traits.
2984cc33a7b0,Traits,,Hazard Armor,13,trait,True,,"This model ignores the Poison, Toxic and Fire effects. In addition, enemies roll 1 less attack die when targeting this model."
cd0f29d95a2f,Traits,,Heavy Armor,13,trait,True,,Enemy models roll 3 less attack dice when targeting this model.
26bfcc51574f,Traits,,Heir to the Cowl,13,trait,True,,"When forming your crew, if there is no model with the Alias: Batman (any version) in the same crew, this model changes its rank to."
63a3a75d1d94,Traits,,Henchman Bomb,13,trait,True,,"One use only. This model may choose one friendly Henchman model and center an Explosive template on it. This is resolved as an Explosive Ranged Attack, rolling a Strength 2+ die for each affected model, and inflicting Damage [[A]] [[A]] [[A]] on a successful roll. After resolving this attack, the chosen Henchman is removed as a casualty."
2134eeefba8f,Traits,,Heroic,13,trait,True,,Target any one friendly model on the board. That model can perform 1 extra Action this round.
727db16a6cde,Traits,,Hidden,13,trait,True,,"After both groups of both crews are deployed, this model may be deployed anywhere on the gaming area. If both sides have Hidden models, start with the player with setup initiative. This model must be placed out of line of sight of all enemy models if possible, or at least 12” away from enemy models that can see it. If this is not possible, this model must be deployed in the usual deployment zone."
dbd781d09937,Traits,,Hidden Boss,13,trait,True,,"When its crew’s Boss becomes a Casualty, this model immediately becomes the new Boss, taking the marker. Increase this model’s Willpower by +1 for the rest of the game. In addition, this model does not halve the range of the Inspire trait when taking over as Boss. If more than one model in the crew has this trait, or another trait with the same effect (such as Chain of Command) the controlling player must choose between them."
9d9c7cf04eff,Traits,,Hidden Plans,13,trait,True,,"Unless a friendly Boss is within 8” of this model (or this model is the Boss), friendly models does not inflict additional damage for attacking K. O. models. If this model is the Boss, when you score an Objective card other than for making enemies models KO or Casualty, you gain 1 Resource point."
af46b757ff17,Traits,,Hidden Sniper,13,trait,True,,"Select a target that this model can see, and that is also within 12” of any board edge. The target receives a Ranged Attack, ignoring Cover. This attack has RoF 1, Damage [[A]] [[A]] , and the Firearm rule."
e1155c7b07e1,Traits,,Hockey Gear,13,trait,True,,Enemies attacking this model never benefit from the Sharp weapon special rule.
ae9549f5041a,Traits,,Hold Breath,13,trait,True,,"When performing a Ranged Attack, this model may spend any markers it has to gain a +1 bonus to the attack dice rolls, and increase the natural score required for a Critical Hit on the Strength die by 1 for each marker spent (so, if the model spends 2 markers, it gains +2 to hit and scores a CRT on a 4+ instead of a 6). In addition, in any activation in which this model does not perform a Movement and Attack action, it may immediately gain up to 3 markers, but suffers the Enervating X effect (where X is equal to the number of markers it gains)."
eb82495869d3,Traits,,Homo Magi,13,trait,True,,This model counts its Willpower value as 1 point higher when taking Magical tests.
7941490e6d42,Traits,,Hover,13,trait,True,,"At the start of this model’s activation, you may place a Hover marker on the character card until the end of the round, to show that it is in Hover mode. While a model is in Hover mode, it can only be hit in Melee on a natural result of 6. A model with a Hover marker cannot benefit from the Cover rule and cannot perform the Manipulate action."
52671d256b35,Traits,,Huge,13,trait,True,,This model ignores up to 2 [[B]] Damage per enemy Attack.
a2eeb67cdac9,Traits,,I Believe in Harvey Dent,13,trait,True,,"If this model is the Boss, friendly Henchmen must roll a die or flip a coin at the start of their activation. If the result is even/heads, that model gains 1 free Effort until the end of the round. If the result is odd/tails, it suffers Enervating 1."
4f81b907baf0,Traits,,I Know What I’m Doing,13,trait,True,,One use only. This model can ignore the result on the Paradox table. The Speed Power still fails.
8d18b3c7a9ae,Traits,,I’m Batman,13,trait,True,,"After all other models have deployed, this model deploys anywhere on the gaming area. When it deploys, all models within 2” must pass an Endurance roll or become Knocked Down. In addition, once per game, this model may reroll a Strength die."
97f6030ed1d7,Traits,,Iceberg Lounge,14,trait,True,,"If this model is your Boss, one of your Henchmen may purchase a single Equipment option at double Funding cost from another crew list when configuring the crew. This does not include Equipment that requires the inclusion of a specific model to purchase."
0dc2884b56bd,Traits,,Ice Flash,14,trait,True,,"Select a target model within 10” and line of sight. The target must pass an Endurance roll, or become subject to the Cooled effect. If the target passes the Endurance roll, it still suffers -1 to its Defense skill until the end of the round, and the Slow 2 effect."
9bdce39a74d5,Traits,,Immortal,14,trait,True,,Removing this model as a Casualty cannot fulfil the requirements of an opponent’s Objective card.
b17e825d09f5,Traits,,Impetuous,14,trait,True,,"If this model Attacks the model that was closest to it when it activated, it gains 2 additional attack dice, but suffers -1 to its Defense skill until the end of the round. If two or more enemy models are equally closest, attacking either of them will trigger this trait."
556095094d9f,Traits,,Incorporeal,14,trait,True,,"This model is immune to [[B]] Damage until the end of the round. In addition, the model can move ‘through’ other models and scenery as though they weren’t there, but still cannot end its move overlapping another model or inside solid scenery."
56c937a7d173,Traits,,Informer,14,trait,True,,"As long as this model is not KO, the crew gains one additional Pass on Activation."
eea2228f5d8b,Traits,,Inspire,14,trait,True,,All friendly Henchmen that start their activation within 8” of this model gain 1 extra Manipulate action.
03cc1a8b87f9,Traits,,Inspire Fear,14,trait,True,,"Target an enemy model (not a Vehicle) within 4” and line of sight. The target must take a Willpower roll. If this roll is failed, consult the following chart:
Fails by 1-2: Target suffers the Scared effect.
Fails by 3-5: Target suffers the Scared, Terror 1 and Slow 2 effects.
Fails by 6 or more: Target is removed as a casualty."
21c18dece739,Traits,,Instinctive Shooting,14,trait,True,,"In the round in which this trait is activated, this model’s ranged weapons don’t lose dice for moving before attacking."
cc17e6d7e386,Traits,,Intel Support,14,trait,True,,"This model cannot be the target of an attack, and does not suffer effects or damage inflicted by traits. When an enemy model removes 1 of your Suspects, this model takes 1 [[A]] damage. When this model would be removed as a Casualty, remove all the damage from its character card and remove the model from the gaming area. In any subsequent Raise the Plan phase, you may reduce your Audacity markers by 1 during that round to return this model to play, placing it anywhere on the gaming area."
b20a54080e5f,Traits,,Interrogation,14,trait,True,,"When this model scores at least 2 hits with a Melee Attack, this model or another friendly model in play, may immediately make an extra move of 4” or place a Suspect marker."
9a511b680535,Traits,,Intimidate,14,trait,True,,"Target an enemy model (not a Vehicle) within 8” and line of sight. For the rest of the round, the target cannot perform Special Actions and loses a die when performing Willpower rolls."
ff0da938dff7,Traits,,Intimidation,14,trait,True,,Target an enemy model (not a Vehicle) within 8” and line of sight. The target must pass a Willpower roll or be unable to perform Melee Attacks this round.
673e6d216c05,Traits,,Invaluable,14,trait,True,,"When this model becomes a Casualty, the opponent gains 1 Resource point."
565c37461bc6,Traits,,Invulnerability (X),14,trait,True,Invulnerability,"This model is immune to the CRT: Casualty effect. In addition, the first ‘X’ Damage markers received by this model during each round are ignored."
1a0a5628747a,Traits,,It’s Mine,14,trait,True,,Enemy models cannot Reveal your Suspect markers while the marker is within 2” of this model.
c748b4028e06,Traits,,I Will Break You,14,trait,True,,"When you recruit this model, choose one of the following options:
• Bane gains +3 Extra Venom Doses and may apply them to a friendly model within 4” during his activation.
• Bane gains Exhaustive Planner and +1 Willpower.
• Bane Gains Close Combat Master."
7b80834c6c64,Traits,,Joker’s Gas,15,trait,True,,"All other models within 4” and LoS suffer Enervating 1 and the Poison effect, with the Gas rule."
78b885eee875,Traits,,Joy for the Victory,15,trait,True,,"Friendly models within 8” gain +1 to their Willpower value while performing Willpower rolls. In addition, friendly models within 8” that score an Objective card during their activation may immediately move up to 2”."
47cb8b065a8e,Traits,,Judgment,15,trait,True,,"When this model makes an enemy model KO, flip a coin or roll a D6: if the result is ‘heads’ (or an even number) remove the enemy model as a Casualty."
ee77373ea3df,Traits,,Juggernaut,15,trait,True,,"When this model completes a Movement action you may Push all models in contact 2” (no hits are required). In addition, this model gains +1 to its attack dice rolls against models contacted in this way this round."
86c8f26ba130,Traits,,Jump Up,15,trait,True,,"Whenever this model would suffer the Knocked Down effect, it may first immediately make an Effort to remove the effect."
f895c7c10659,Traits,,Kaos Agent,15,trait,True,,"All Henchmen in this model’s crew gain the Trickster trait for the duration of the game. You do not have to place all of your Audacity Activation markers during the Raise the Plan phase (or any, if you wish). Instead, whenever a friendly model with the Trickster trait activates, you may give it one of your remaining Audacity Activation markers."
883c50e32c0b,Traits,,KaPow!!!,15,trait,True,,Until the end of its activation this model’s Melee Attacks gain +1 to attack dice rolls and Blunt 3.
5023f2bb9449,Traits,,Kevlar Vest,15,trait,True,,"Whenever this model takes Damage from an enemy attack or special rule, reduce the total number of Damage markers it receives by 1, to a minimum of 1. You may choose which marker is ignored."
26e9bd6f774c,Traits,,Kill them!,15,trait,True,,Target a friendly Henchmen within 4” of this model (but not the activated model itself). Target model gains +2 +.
2efe84f9d141,Traits,,Kite,15,trait,True,,"While performing a Move action, this model increases the maximum distance it can move by 2” for each Suspect within 4” (measured once at any point during the Move). In addition, this model can move in any direction (including vertically) over obstacles and Difficult Ground without extra cost or penalty."
bd42179e6db0,Traits,,Kobra Armor,15,trait,True,,"Once per round, this model may make 1 Effort to gain 1 marker."
ff1fb3bf67ff,Traits,,Kryptonian (X),15,trait,True,Kryptonian,"A model with this trait gains a number of rules determined by the trait’s level (X), see below.
1: Fast, Invulnerability/1, Natural Immunities.
2: Fast, Invulnerability/2, Natural Immunities, Super Jump.
3: Fast, Fly, Invulnerability/3, Natural Immunities.
4: Fast, Fly, Invulnerability/3, Natural Immunities, Tough Skin.
5: Fast, Fly, Hover, Flying High, Invulnerability/4, Natural Immunities, Tough Skin.
6: Fast, Fly, Hover, Flying High, Invulnerability/5, Natural Immunities, Tough Skin.
If the game is affected by the Day rules, the Invulnerability rule is improved by +1 and all the levels gain the Regeneration trait."
fb6f8e4a8289,Traits,,Kryptonite,15,trait,True,,"While a model with this trait is within 4” of a model with the Kryptonian trait, the Kryptonian model loses the Invulnerability and Regeneration traits (if they possess them)."
4f7ab8ac4353,Traits,,Lantern,15,trait,True,,A model with this trait can activate it at any time during its activation. The model counts as a Light source with a radius of 2” until the end of the round.
3670ee9a0177,Traits,,Large,15,trait,True,,This model ignores up to 1 [[B]] Damage per attack suffered.
da40a4b853bd,Traits,,Laser Sight,15,trait,True,,"Target one model in line of sight. The target counts as being under the effect of Lights until the end of the round, or until the target moves or changes its current position."
796dacf964f4,Traits,,Lasso of Persuasion,15,trait,True,,One use only. Target an enemy model within 2”. That model suffers the Hypnotize effect.
c1a7bdee76b4,Traits,,Leadership,16,trait,True,,All friendly models within 8” of this model may reroll Willpower rolls.
c259ac0921bb,Traits,,Lethal Blow,16,trait,True,,"Once this trait is activated, for the rest of the round when this model damages a non-vehicle enemy with a Melee Attack Action, the damaged model suffers the Stunned effect too."
f0c8c3223fd2,Traits,,Let’s Ride,16,trait,True,,"Once per round, choose another model within 6” and line of sight. If the target is a friendly model, it gains two + or markers. If the target model is an enemy, it immediately suffers the Enervating 2 effect."
77264cd05f5f,Traits,,Light Armor,16,trait,True,,Enemy models roll 1 less attack dice when targeting this model.
368a3931fd87,Traits,,Living Legend,16,trait,True,,"This model can be activated twice each round. Each activation is independent of the other (and cannot be made consecutively unless there is no other choice). If the model has an Audacity marker, it is only used for one of its activations. In addition, once per round, when a trait specifies this model as a target, you may cancel the use of that trait. A crew that includes a Living Legend loses one Pass on Activation each round (if applicable)."
aa83f86cb7ce,Traits,,Long Guns,16,trait,True,,"If this model is the Boss, then at the start of the first Raise the Plan phase you may select up to three friendly Henchmen with ranged weapons with the Short Range and Firearm rules. Those weapons replace the Short Range rule with the Medium Range rule for the duration of the game."
931c443ead31,Traits,,Lord of Business,16,trait,True,,"If this model is the Boss, its crew has an extra $500 in its Funding stash. In addition, when a friendly model plays the Valuable Commodities card, you may place an additional Loot marker in contact with another Suspect marker."
f35885ede3f3,Traits,,Lord of the Sewers,16,trait,True,,"This model may deploy in contact with any Sewer marker. In addition, this model’s crew generates 1 extra Sewer marker. Once per game, this model can exit from a sewer and continue moving."
a79a41205d3a,Traits,,Luck,16,trait,True,,"Once per round, this model may reroll any single die that it has rolled, for whatever reason."
bf23ca3c0080,Traits,,Lunatic Laugh,16,trait,True,,All other models (not Vehicles) within 4” of this model lose 1 Defense die during their next roll.
0184e018cbc6,Traits,,Magical Power X,16,trait,True,Magical Power,"All models with this trait can use Elemental Spells. The value ‘X’ is the number of Magic Points (MP) the model can spend during a round. Each spell costs a number of MPs to cast. At the Beginning of the Raise the Plan phase, the model gains a number of MPs equal to X. At the end Recovery phase, all unspent MPs are lost."
fcad2b90f931,Traits,,Magic Tattoos,16,trait,True,,This model is immune to the Steal and Fire effects.
16fd0dbf42fd,Traits,,Make them Perfect,16,trait,True,,"This model’s Attack actions gain the Push effect, but the direction of the Push must be directly towards a friendly Professor Pyg model if he is in play."
67a83edbdd0d,Traits,,Manipulative,16,trait,True,,"When this model is in your Crew, you may redeploy up to two friendly models after normal deployment but before the game starts. In addition, at the end of each Raise the Plan phase you may nominate one model to take a Willpower roll. If this roll fails, the target model must be the last model in its crew to be activated that round."
cec3234fbb32,Traits,,Martial Artist,16,trait,True,,This model ignores the penalty for being Outnumbered in combat.
57bc7dbf4cf3,Traits,,Martial Expert,16,trait,True,,"This model causes a Critical on a Strength die natural result of 4, 5, or 6, not just 6."
5f3a6c468bbe,Traits,,Master Criminal,16,trait,True,,All friendly Henchmen with the Criminal trait benefit from a +1 bonus to their attack dice rolls when making Attacks.
584e05c38f8a,Traits,,Master Fighter,16,trait,True,,This model gains a +1 bonus to its attack dice rolls when performing Unarmed Melee Attacks.
d7596090eead,Traits,,Master Marksman,16,trait,True,,This model can reroll failed attack dice rolls when performing Ranged Attacks.
4b5466da070c,Traits,,Master of Stealth,17,trait,True,,"When this model is under the effect of the Night rule, it can only be seen by enemies within 6” instead of the usual range. It is still subject to rules that aid detection, such as Lights, Total Vision, etc. When this model benefits from the Sneak Attack trait, it gains +1 to its attack dice rolls."
bcc9cf8bb636,Traits,,Mastermind,17,trait,True,,"If this model is in play and not KO, its controlling player gains +1 to the Take the Lead roll."
7fcdee7e8b88,Traits,,Mechanical Mount,17,trait,True,,"This model gains +4” to its basic move distance, but can neither Jump nor Climb."
a0931ae47021,Traits,,Medic,17,trait,True,,"This model may remove up to 2 damage markers from a friendly model in contact (not Vehicle) with at least 1 Damage marker of any kind. If this ability is used to recover a model that is yet to activate that round from KO, the opponent gains a Pass marker."
a7d7a3fcd786,Traits,,Meditation X,17,trait,True,Meditation,At the start of this model’s activation it may make up to X Efforts. The model gains X Magic Points until the end of the round. These points can exceed the maximum that a model can generate and spend as detailed by the Magical Power trait.
8eb8eb75e9af,Traits,,Medium Armor,17,trait,True,,Enemy models roll 2 less attack dice when targeting this model.
ceabbb29009c,Traits,,Meet Goliath!,17,trait,True,,"This model can only be recruited in a crew or Team containing a model with Name: Damian Wayne. However, this model can never be recruited to a crew. This model does not reduce its Effort Limit due to accumulated Damage and it may make 2 free Efforts when performing an Attack, and when Defending."
0b1290060d6e,Traits,,Menace,17,trait,True,,Enemy models must spend one additional Action (of its choice) to choose this model as the target of an Attack. This effect lasts until the end of the round.
3d3f4e129b02,Traits,,Mental Dominance,17,trait,True,,"Once per round, this model may target an enemy model within 4” and line of sight. That model must take a Willpower roll. If it fails, you can perform one Action with that model, out of sequence, temporarily treating it as though it was one of your own models. You may not perform any action that could cause Damage to the target model (such as Falling, or deliberately positioning an Explosive template so it is affected, etc)."
7d0c42fdd1de,Traits,,Mentoring,17,trait,True,,"This model can only purchase one piece of Equipment. If its crew or Team list contains a Leader or Sidekick with Affiliation: Brave and the Bold, all [[A]] Damage inflicted by this model is automatically converted to [[B]] Damage. In addition, this model gains the Boy Wonder and True Love: Bruce Wayne traits, and any model with Name: Bruce Wayne in the same crew or Team gains True Love: Damian Wayne until the end of the game."
8a1672fe6d74,Traits,,Mercenary,17,trait,True,,You can only recruit this model in a League of Assassins crew if a model with Name: Bane is also included in the crew.
5cdd96b88e72,Traits,,Military Teamwork,17,trait,True,,A friendly model performing an Attack against an enemy in contact with this model gains +1 to its Attacks skill for the duration of the Attack.
f62b256e6b45,Traits,,Military Tradition,17,trait,True,,Other friendly models with the Veteran trait within 8” can move up to 2” immediately.
f1b6b9692b5f,Traits,,Millionaire,17,trait,True,,This model’s crew gains an additional $400 Funding.
e037dc64fca6,Traits,,Mind Blast,17,trait,True,,Target a model (not a Vehicle) within 8” and line of sight. The target must pass a Willpower roll or receive [[A]] [[A]] damage.
33facd6310ab,Traits,,Mind Control Device,17,trait,True,,Choose a Suspect marker within 8”. Target a model within 4” of that Suspect marker. That model immediately suffers the Hypnotize effect. Remove that marker.
d4c051a3efd6,Traits,,Mind Control Substance,17,trait,True,,"When this model is recruited to your crew, friendly models with the Henchman rank cannot have their Willpower value reduced by any means, and during the Recovery phase they recovers automatically from KO."
9fdd335dec27,Traits,,Mind Trick,17,trait,True,,"After a model within 8” of this model reveals a Suspect, you may move one Suspect in play up to 4”."
